000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,050,224,000,000,000,000,000,000,000,070,029,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,121,231,000,000,000,000,000,000,000,148,168,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,004,195,231,000,000,000,000,000,000,000,096,210,011,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,069,252,134,000,000,000,000,000,000,000,114,252,021,000,000,000,000,000,000
000,000,000,000,000,000,000,000,045,236,217,012,000,000,000,000,000,000,000,192,252,021,000,000,000,000,000,000
000,000,000,000,000,000,000,000,168,247,053,000,000,000,000,000,000,000,018,255,253,021,000,000,000,000,000,000
000,000,000,000,000,000,000,084,242,211,000,000,000,000,000,000,000,000,141,253,189,005,000,000,000,000,000,000
000,000,000,000,000,000,000,169,252,106,000,000,000,000,000,000,000,032,232,250,066,000,000,000,000,000,000,000
000,000,000,000,000,000,015,225,252,000,000,000,000,000,000,000,000,134,252,211,000,000,000,000,000,000,000,000
000,000,000,000,000,000,022,252,164,000,000,000,000,000,000,000,000,169,252,167,000,000,000,000,000,000,000,000
000,000,000,000,000,000,009,204,209,018,000,000,000,000,000,000,022,253,253,107,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,169,252,199,085,085,085,085,129,164,195,252,252,106,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,041,170,245,252,252,252,252,232,231,251,252,252,009,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,049,084,084,084,084,000,000,161,252,252,000,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,127,252,252,045,000,000,000,000,000,000,000,000
000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,128,253,253,000,000,000,000,000,000,000,000,000
